path,true_class,predicted_class,confidence,true_pdf_id,pred_pdf_id
train\STATION_WAGON\17632029.jpg,STATION_WAGON,HATCHBACK,0.561,3,7
train\STATION_WAGON\17645190.jpg,STATION_WAGON,HATCHBACK,0.675,3,7
train\STATION_WAGON\17665739.jpg,STATION_WAGON,HATCHBACK,0.854,3,7
train\STATION_WAGON\17730255.jpg,STATION_WAGON,ACIK_TEKERLEK,0.557,3,5
train\STATION_WAGON\17775660.jpg,STATION_WAGON,ACIK_TEKERLEK,0.608,3,5
train\STATION_WAGON\17851178.jpg,STATION_WAGON,HATCHBACK,0.690,3,7
train\STATION_WAGON\17877950.jpg,STATION_WAGON,ACIK_TEKERLEK,0.911,3,5
train\STATION_WAGON\17928603.jpg,STATION_WAGON,ACIK_TEKERLEK,0.654,3,5
train\STATION_WAGON\17949507.jpg,STATION_WAGON,ACIK_TEKERLEK,0.739,3,5
train\STATION_WAGON\17966850.jpg,STATION_WAGON,ACIK_TEKERLEK,0.690,3,5
train\STATION_WAGON\18029004.jpg,STATION_WAGON,ACIK_TEKERLEK,0.662,3,5
train\STATION_WAGON\18033180.jpg,STATION_WAGON,ACIK_TEKERLEK,0.644,3,5
train\STATION_WAGON\18047157.jpg,STATION_WAGON,HATCHBACK,0.553,3,7
train\STATION_WAGON\18050783.jpg,STATION_WAGON,HATCHBACK,0.588,3,7
train\STATION_WAGON\18054978.jpg,STATION_WAGON,ACIK_TEKERLEK,0.705,3,5
train\STATION_WAGON\18063738.jpg,STATION_WAGON,HATCHBACK,0.557,3,7
train\STATION_WAGON\18095096.jpg,STATION_WAGON,ACIK_TEKERLEK,0.592,3,5
train\STATION_WAGON\18101731.jpg,STATION_WAGON,ACIK_TEKERLEK,0.622,3,5
train\STATION_WAGON\18108242.jpg,STATION_WAGON,HATCHBACK,0.554,3,7
train\STATION_WAGON\18163820.jpg,STATION_WAGON,PICKUP,0.572,3,8
train\STATION_WAGON\18166185.jpg,STATION_WAGON,HATCHBACK,0.847,3,7
train\STATION_WAGON\18168938.jpg,STATION_WAGON,ACIK_TEKERLEK,0.663,3,5
train\STATION_WAGON\18171975.jpg,STATION_WAGON,ACIK_TEKERLEK,0.607,3,5
train\STATION_WAGON\18172070.jpg,STATION_WAGON,ACIK_TEKERLEK,0.806,3,5
train\STATION_WAGON\18182955.jpg,STATION_WAGON,HATCHBACK,0.748,3,7
train\STATION_WAGON\18184498.jpg,STATION_WAGON,ACIK_TEKERLEK,0.744,3,5
train\STATION_WAGON\18194035.jpg,STATION_WAGON,HATCHBACK,0.584,3,7
train\STATION_WAGON\18221603.jpg,STATION_WAGON,HATCHBACK,0.754,3,7
train\STATION_WAGON\18230939.jpg,STATION_WAGON,ACIK_TEKERLEK,0.603,3,5
train\STATION_WAGON\18299040.jpg,STATION_WAGON,ACIK_TEKERLEK,0.710,3,5
train\STATION_WAGON\18306224.jpg,STATION_WAGON,HATCHBACK,0.702,3,7
train\STATION_WAGON\18307032.jpg,STATION_WAGON,ACIK_TEKERLEK,0.778,3,5
train\STATION_WAGON\18307346.jpg,STATION_WAGON,ACIK_TEKERLEK,0.865,3,5
train\STATION_WAGON\18315082.jpg,STATION_WAGON,HATCHBACK,0.854,3,7
train\STATION_WAGON\18316194.jpg,STATION_WAGON,HATCHBACK,0.573,3,7
train\STATION_WAGON\18321497.jpg,STATION_WAGON,HATCHBACK,0.566,3,7
train\STATION_WAGON\18327819.jpg,STATION_WAGON,ACIK_TEKERLEK,0.562,3,5
train\STATION_WAGON\18328195.jpg,STATION_WAGON,ACIK_TEKERLEK,0.790,3,5
train\STATION_WAGON\18331450.jpg,STATION_WAGON,ACIK_TEKERLEK,0.600,3,5
train\STATION_WAGON\18348051.jpg,STATION_WAGON,ACIK_TEKERLEK,0.610,3,5
train\STATION_WAGON\18357523.jpg,STATION_WAGON,ACIK_TEKERLEK,0.700,3,5
train\STATION_WAGON\18394422.jpg,STATION_WAGON,HATCHBACK,0.567,3,7
train\STATION_WAGON\18420006.jpg,STATION_WAGON,HATCHBACK,0.748,3,7
train\STATION_WAGON\18429448.jpg,STATION_WAGON,HATCHBACK,0.648,3,7
train\STATION_WAGON\18439469.jpg,STATION_WAGON,ACIK_TEKERLEK,0.812,3,5
train\STATION_WAGON\18443015.jpg,STATION_WAGON,ACIK_TEKERLEK,0.708,3,5
train\STATION_WAGON\18443076.jpg,STATION_WAGON,HATCHBACK,0.704,3,7
train\STATION_WAGON\18449454.jpg,STATION_WAGON,HATCHBACK,0.608,3,7
train\STATION_WAGON\18449457.jpg,STATION_WAGON,ACIK_TEKERLEK,0.652,3,5
train\STATION_WAGON\18468147.jpg,STATION_WAGON,HATCHBACK,0.614,3,7
train\STATION_WAGON\18470231.jpg,STATION_WAGON,HATCHBACK,0.559,3,7
train\STATION_WAGON\18470232.jpg,STATION_WAGON,HATCHBACK,0.601,3,7
train\STATION_WAGON\18474930.jpg,STATION_WAGON,HATCHBACK,0.618,3,7
train\STATION_WAGON\18488839.jpg,STATION_WAGON,HATCHBACK,0.623,3,7
train\STATION_WAGON\18503513.jpg,STATION_WAGON,HATCHBACK,0.719,3,7
train\STATION_WAGON\18503518.jpg,STATION_WAGON,HATCHBACK,0.900,3,7
train\STATION_WAGON\18509822.jpg,STATION_WAGON,ACIK_TEKERLEK,0.572,3,5
train\STATION_WAGON\18530420.jpg,STATION_WAGON,ACIK_TEKERLEK,0.598,3,5
train\STATION_WAGON\18551446.jpg,STATION_WAGON,HATCHBACK,0.867,3,7
train\STATION_WAGON\18555351.jpg,STATION_WAGON,HATCHBACK,0.705,3,7
train\STATION_WAGON\18572966.jpg,STATION_WAGON,ACIK_TEKERLEK,0.631,3,5
train\STATION_WAGON\18578343.jpg,STATION_WAGON,PICKUP,0.629,3,8
train\STATION_WAGON\18589588.jpg,STATION_WAGON,ACIK_TEKERLEK,0.674,3,5
train\STATION_WAGON\18599175.jpg,STATION_WAGON,HATCHBACK,0.602,3,7
train\STATION_WAGON\18606766.jpg,STATION_WAGON,ACIK_TEKERLEK,0.925,3,5
train\STATION_WAGON\18610214.jpg,STATION_WAGON,ACIK_TEKERLEK,0.649,3,5
train\STATION_WAGON\18614277.jpg,STATION_WAGON,HATCHBACK,0.642,3,7
train\STATION_WAGON\18618202.jpg,STATION_WAGON,HATCHBACK,0.834,3,7
train\STATION_WAGON\18623439.jpg,STATION_WAGON,HATCHBACK,0.627,3,7
train\STATION_WAGON\18630537.jpg,STATION_WAGON,ACIK_TEKERLEK,0.730,3,5
train\STATION_WAGON\18632595.jpg,STATION_WAGON,HATCHBACK,0.583,3,7
train\STATION_WAGON\18632715.jpg,STATION_WAGON,HATCHBACK,0.762,3,7
train\STATION_WAGON\18639447.jpg,STATION_WAGON,PICKUP,0.828,3,8
train\STATION_WAGON\18648889.jpg,STATION_WAGON,HATCHBACK,0.595,3,7
train\STATION_WAGON\18649161.jpg,STATION_WAGON,ACIK_TEKERLEK,0.785,3,5
train\STATION_WAGON\18662036.jpg,STATION_WAGON,HATCHBACK,0.682,3,7
train\STATION_WAGON\18662179.jpg,STATION_WAGON,HATCHBACK,0.663,3,7
train\STATION_WAGON\18666885.jpg,STATION_WAGON,ACIK_TEKERLEK,0.568,3,5
train\STATION_WAGON\18671147.jpg,STATION_WAGON,ACIK_TEKERLEK,0.887,3,5
train\STATION_WAGON\18671562.jpg,STATION_WAGON,HATCHBACK,0.701,3,7
train\STATION_WAGON\18674044.jpg,STATION_WAGON,HATCHBACK,0.561,3,7
train\STATION_WAGON\18677266.jpg,STATION_WAGON,HATCHBACK,0.758,3,7
train\STATION_WAGON\18679605.jpg,STATION_WAGON,HATCHBACK,0.827,3,7
train\STATION_WAGON\18683995.jpg,STATION_WAGON,HATCHBACK,0.569,3,7
train\STATION_WAGON\18694917.jpg,STATION_WAGON,HATCHBACK,0.799,3,7
train\STATION_WAGON\18699700.jpg,STATION_WAGON,HATCHBACK,0.655,3,7
train\STATION_WAGON\18700491.jpg,STATION_WAGON,HATCHBACK,0.904,3,7
train\STATION_WAGON\18701039.jpg,STATION_WAGON,HATCHBACK,0.768,3,7
train\STATION_WAGON\18704950.jpg,STATION_WAGON,HATCHBACK,0.738,3,7
train\STATION_WAGON\18711256.jpg,STATION_WAGON,ACIK_TEKERLEK,0.884,3,5
train\STATION_WAGON\18718022.jpg,STATION_WAGON,ACIK_TEKERLEK,0.789,3,5
train\STATION_WAGON\18724747.jpg,STATION_WAGON,HATCHBACK,0.671,3,7
train\STATION_WAGON\18749108.jpg,STATION_WAGON,HATCHBACK,0.656,3,7
train\STATION_WAGON\18755982.jpg,STATION_WAGON,HATCHBACK,0.894,3,7
train\STATION_WAGON\18764380.jpg,STATION_WAGON,SUV,0.623,3,1
train\STATION_WAGON\18764405.jpg,STATION_WAGON,HATCHBACK,0.780,3,7
train\STATION_WAGON\18766576.jpg,STATION_WAGON,ACIK_TEKERLEK,0.825,3,5
train\STATION_WAGON\18776143.jpg,STATION_WAGON,HATCHBACK,0.816,3,7
train\STATION_WAGON\18776626.jpg,STATION_WAGON,HATCHBACK,0.715,3,7
train\STATION_WAGON\18776698.jpg,STATION_WAGON,SUV,0.564,3,1
train\STATION_WAGON\18777059.jpg,STATION_WAGON,ACIK_TEKERLEK,0.588,3,5
train\STATION_WAGON\18777323.jpg,STATION_WAGON,HATCHBACK,0.674,3,7
train\STATION_WAGON\18786034.jpg,STATION_WAGON,ACIK_TEKERLEK,0.659,3,5
train\STATION_WAGON\18787356.jpg,STATION_WAGON,HATCHBACK,0.826,3,7
train\STATION_WAGON\18798330.jpg,STATION_WAGON,ACIK_TEKERLEK,0.664,3,5
train\STATION_WAGON\18798553.jpg,STATION_WAGON,HATCHBACK,0.566,3,7
train\STATION_WAGON\18798946.jpg,STATION_WAGON,ACIK_TEKERLEK,0.674,3,5
train\STATION_WAGON\18803062.jpg,STATION_WAGON,HATCHBACK,0.677,3,7
train\STATION_WAGON\18804222.jpg,STATION_WAGON,ACIK_TEKERLEK,0.776,3,5
train\STATION_WAGON\18805340.jpg,STATION_WAGON,HATCHBACK,0.597,3,7
train\STATION_WAGON\18805344.jpg,STATION_WAGON,ACIK_TEKERLEK,0.771,3,5
train\STATION_WAGON\18809965.jpg,STATION_WAGON,HATCHBACK,0.554,3,7
train\STATION_WAGON\18811442.jpg,STATION_WAGON,ACIK_TEKERLEK,0.636,3,5
train\STATION_WAGON\18815441.jpg,STATION_WAGON,ACIK_TEKERLEK,0.709,3,5
train\STATION_WAGON\18818035.jpg,STATION_WAGON,HATCHBACK,0.658,3,7
train\STATION_WAGON\18822008.jpg,STATION_WAGON,HATCHBACK,0.748,3,7
train\STATION_WAGON\18822981.jpg,STATION_WAGON,HATCHBACK,0.611,3,7
train\STATION_WAGON\18830578.jpg,STATION_WAGON,ACIK_TEKERLEK,0.593,3,5
train\STATION_WAGON\18831125.jpg,STATION_WAGON,ACIK_TEKERLEK,0.658,3,5
train\STATION_WAGON\18831131.jpg,STATION_WAGON,HATCHBACK,0.640,3,7
train\STATION_WAGON\18834983.jpg,STATION_WAGON,HATCHBACK,0.820,3,7
train\STATION_WAGON\18840299.jpg,STATION_WAGON,HATCHBACK,0.784,3,7
train\STATION_WAGON\18846373.jpg,STATION_WAGON,ACIK_TEKERLEK,0.574,3,5
train\STATION_WAGON\18852223.jpg,STATION_WAGON,ACIK_TEKERLEK,0.922,3,5
train\STATION_WAGON\18853457.jpg,STATION_WAGON,ACIK_TEKERLEK,0.785,3,5
train\STATION_WAGON\18856537.jpg,STATION_WAGON,ACIK_TEKERLEK,0.748,3,5
train\STATION_WAGON\18860440.jpg,STATION_WAGON,ACIK_TEKERLEK,0.772,3,5
train\STATION_WAGON\18861131.jpg,STATION_WAGON,HATCHBACK,0.726,3,7
train\STATION_WAGON\18861968.jpg,STATION_WAGON,ACIK_TEKERLEK,0.626,3,5
train\STATION_WAGON\18866211.jpg,STATION_WAGON,ACIK_TEKERLEK,0.725,3,5
train\STATION_WAGON\18868689.jpg,STATION_WAGON,ACIK_TEKERLEK,0.900,3,5
train\STATION_WAGON\18872052.jpg,STATION_WAGON,ACIK_TEKERLEK,0.639,3,5
train\STATION_WAGON\18876216.jpg,STATION_WAGON,ACIK_TEKERLEK,0.779,3,5
train\STATION_WAGON\18883383.jpg,STATION_WAGON,ACIK_TEKERLEK,0.645,3,5
train\STATION_WAGON\18884716.jpg,STATION_WAGON,HATCHBACK,0.712,3,7
train\STATION_WAGON\18884832.jpg,STATION_WAGON,ACIK_TEKERLEK,0.635,3,5
train\STATION_WAGON\18885800.jpg,STATION_WAGON,HATCHBACK,0.557,3,7
train\STATION_WAGON\18887917.jpg,STATION_WAGON,ACIK_TEKERLEK,0.563,3,5
train\STATION_WAGON\18889831.jpg,STATION_WAGON,ACIK_TEKERLEK,0.700,3,5
train\STATION_WAGON\18892268.jpg,STATION_WAGON,ACIK_TEKERLEK,0.834,3,5
train\STATION_WAGON\18893336.jpg,STATION_WAGON,HATCHBACK,0.599,3,7
train\STATION_WAGON\18893753.jpg,STATION_WAGON,ACIK_TEKERLEK,0.704,3,5
train\STATION_WAGON\18898214.jpg,STATION_WAGON,HATCHBACK,0.944,3,7
train\STATION_WAGON\18900168.jpg,STATION_WAGON,ACIK_TEKERLEK,0.565,3,5
train\STATION_WAGON\18906131.jpg,STATION_WAGON,ACIK_TEKERLEK,0.840,3,5
train\STATION_WAGON\18910696.jpg,STATION_WAGON,HATCHBACK,0.762,3,7
train\STATION_WAGON\18913547.jpg,STATION_WAGON,HATCHBACK,0.607,3,7
train\STATION_WAGON\18917783.jpg,STATION_WAGON,ACIK_TEKERLEK,0.567,3,5
train\STATION_WAGON\18920929.jpg,STATION_WAGON,ACIK_TEKERLEK,0.618,3,5
train\STATION_WAGON\18925547.jpg,STATION_WAGON,ACIK_TEKERLEK,0.682,3,5
train\STATION_WAGON\18927205.jpg,STATION_WAGON,ACIK_TEKERLEK,0.724,3,5
train\STATION_WAGON\18928771.jpg,STATION_WAGON,HATCHBACK,0.723,3,7
train\STATION_WAGON\18929319.jpg,STATION_WAGON,HATCHBACK,0.684,3,7
train\STATION_WAGON\18934619.jpg,STATION_WAGON,ACIK_TEKERLEK,0.597,3,5
train\STATION_WAGON\18935444.jpg,STATION_WAGON,HATCHBACK,0.604,3,7
train\STATION_WAGON\18936883.jpg,STATION_WAGON,HATCHBACK,0.754,3,7
train\STATION_WAGON\18937964.jpg,STATION_WAGON,HATCHBACK,0.750,3,7
train\STATION_WAGON\18940599.jpg,STATION_WAGON,HATCHBACK,0.570,3,7
train\STATION_WAGON\18943238.jpg,STATION_WAGON,HATCHBACK,0.751,3,7
train\STATION_WAGON\18945117.jpg,STATION_WAGON,ACIK_TEKERLEK,0.812,3,5
train\STATION_WAGON\18948629.jpg,STATION_WAGON,ACIK_TEKERLEK,0.646,3,5
train\STATION_WAGON\18956620.jpg,STATION_WAGON,HATCHBACK,0.581,3,7
train\STATION_WAGON\18957136.jpg,STATION_WAGON,ACIK_TEKERLEK,0.853,3,5
train\STATION_WAGON\18957541.jpg,STATION_WAGON,HATCHBACK,0.780,3,7
train\STATION_WAGON\18958090.jpg,STATION_WAGON,HATCHBACK,0.608,3,7
train\STATION_WAGON\18958092.jpg,STATION_WAGON,HATCHBACK,0.625,3,7
train\STATION_WAGON\18965037.jpg,STATION_WAGON,HATCHBACK,0.592,3,7
train\STATION_WAGON\18968517.jpg,STATION_WAGON,HATCHBACK,0.655,3,7
train\STATION_WAGON\18968765.jpg,STATION_WAGON,HATCHBACK,0.812,3,7
train\STATION_WAGON\18969924.jpg,STATION_WAGON,HATCHBACK,0.629,3,7
train\STATION_WAGON\18975923.jpg,STATION_WAGON,HATCHBACK,0.746,3,7
train\STATION_WAGON\18980076.jpg,STATION_WAGON,ACIK_TEKERLEK,0.928,3,5
train\STATION_WAGON\18980548.jpg,STATION_WAGON,HATCHBACK,0.665,3,7
train\STATION_WAGON\18982844.jpg,STATION_WAGON,ACIK_TEKERLEK,0.557,3,5
train\STATION_WAGON\18982847.jpg,STATION_WAGON,ACIK_TEKERLEK,0.557,3,5
train\STATION_WAGON\18983036.jpg,STATION_WAGON,HATCHBACK,0.625,3,7
train\STATION_WAGON\18991896.jpg,STATION_WAGON,HATCHBACK,0.803,3,7
train\STATION_WAGON\18995167.jpg,STATION_WAGON,ACIK_TEKERLEK,0.787,3,5
train\STATION_WAGON\18999019.jpg,STATION_WAGON,HATCHBACK,0.586,3,7
train\STATION_WAGON\19002564.jpg,STATION_WAGON,HATCHBACK,0.728,3,7
train\STATION_WAGON\19011105.jpg,STATION_WAGON,HATCHBACK,0.560,3,7
train\STATION_WAGON\19012701.jpg,STATION_WAGON,ACIK_TEKERLEK,0.555,3,5
train\STATION_WAGON\19013061.jpg,STATION_WAGON,HATCHBACK,0.640,3,7
train\STATION_WAGON\19013453.jpg,STATION_WAGON,ACIK_TEKERLEK,0.566,3,5
train\STATION_WAGON\19017533.jpg,STATION_WAGON,ACIK_TEKERLEK,0.558,3,5
train\STATION_WAGON\19023105.jpg,STATION_WAGON,ACIK_TEKERLEK,0.651,3,5
train\STATION_WAGON\19023108.jpg,STATION_WAGON,ACIK_TEKERLEK,0.664,3,5
train\STATION_WAGON\19025738.jpg,STATION_WAGON,HATCHBACK,0.634,3,7
train\STATION_WAGON\19027840.jpg,STATION_WAGON,HATCHBACK,0.608,3,7
train\STATION_WAGON\19028905.jpg,STATION_WAGON,ACIK_TEKERLEK,0.608,3,5
train\STATION_WAGON\19029619.jpg,STATION_WAGON,ACIK_TEKERLEK,0.830,3,5
train\STATION_WAGON\19029621.jpg,STATION_WAGON,ACIK_TEKERLEK,0.641,3,5
train\STATION_WAGON\19033314.jpg,STATION_WAGON,ACIK_TEKERLEK,0.685,3,5
train\STATION_WAGON\19033995.jpg,STATION_WAGON,ACIK_TEKERLEK,0.938,3,5
train\STATION_WAGON\19036609.jpg,STATION_WAGON,ACIK_TEKERLEK,0.898,3,5
train\STATION_WAGON\19040487.jpg,STATION_WAGON,ACIK_TEKERLEK,0.596,3,5
train\STATION_WAGON\19040514.jpg,STATION_WAGON,ACIK_TEKERLEK,0.742,3,5
train\STATION_WAGON\19040977.jpg,STATION_WAGON,HATCHBACK,0.629,3,7
train\STATION_WAGON\19043362.jpg,STATION_WAGON,ACIK_TEKERLEK,0.657,3,5
train\STATION_WAGON\19044251.jpg,STATION_WAGON,HATCHBACK,0.551,3,7
train\STATION_WAGON\19046307.jpg,STATION_WAGON,HATCHBACK,0.598,3,7
train\STATION_WAGON\19047039.jpg,STATION_WAGON,HATCHBACK,0.691,3,7
train\STATION_WAGON\19047703.jpg,STATION_WAGON,ACIK_TEKERLEK,0.611,3,5
train\STATION_WAGON\19048205.jpg,STATION_WAGON,MICRO,0.622,3,4
train\STATION_WAGON\19048216.jpg,STATION_WAGON,HATCHBACK,0.656,3,7
train\STATION_WAGON\19050269.jpg,STATION_WAGON,HATCHBACK,0.722,3,7
train\STATION_WAGON\19050434.jpg,STATION_WAGON,ACIK_TEKERLEK,0.799,3,5
train\STATION_WAGON\19054320.jpg,STATION_WAGON,ACIK_TEKERLEK,0.656,3,5
train\STATION_WAGON\19061125.jpg,STATION_WAGON,HATCHBACK,0.728,3,7
train\STATION_WAGON\19063319.jpg,STATION_WAGON,ACIK_TEKERLEK,0.551,3,5
train\STATION_WAGON\19071634.jpg,STATION_WAGON,HATCHBACK,0.570,3,7
train\STATION_WAGON\19073432.jpg,STATION_WAGON,MICRO,0.554,3,4
train\STATION_WAGON\19076272.jpg,STATION_WAGON,HATCHBACK,0.555,3,7
train\STATION_WAGON\19084176.jpg,STATION_WAGON,HATCHBACK,0.665,3,7
train\STATION_WAGON\19085539.jpg,STATION_WAGON,ACIK_TEKERLEK,0.664,3,5
train\STATION_WAGON\19085989.jpg,STATION_WAGON,ACIK_TEKERLEK,0.731,3,5
train\STATION_WAGON\19086127.jpg,STATION_WAGON,ACIK_TEKERLEK,0.725,3,5
train\STATION_WAGON\19086132.jpg,STATION_WAGON,ACIK_TEKERLEK,0.730,3,5
train\STATION_WAGON\19086835.jpg,STATION_WAGON,ACIK_TEKERLEK,0.573,3,5
train\STATION_WAGON\19088835.jpg,STATION_WAGON,ACIK_TEKERLEK,0.769,3,5
train\STATION_WAGON\19090491.jpg,STATION_WAGON,HATCHBACK,0.681,3,7
train\STATION_WAGON\19091613.jpg,STATION_WAGON,ACIK_TEKERLEK,0.883,3,5
train\STATION_WAGON\19093471.jpg,STATION_WAGON,HATCHBACK,0.623,3,7
train\STATION_WAGON\19101238.jpg,STATION_WAGON,ACIK_TEKERLEK,0.869,3,5
train\STATION_WAGON\19102583.jpg,STATION_WAGON,ACIK_TEKERLEK,0.610,3,5
train\STATION_WAGON\19107906.jpg,STATION_WAGON,HATCHBACK,0.840,3,7
train\STATION_WAGON\19108891.jpg,STATION_WAGON,ACIK_TEKERLEK,0.589,3,5
train\STATION_WAGON\19110145.jpg,STATION_WAGON,ACIK_TEKERLEK,0.633,3,5
train\STATION_WAGON\19114588.jpg,STATION_WAGON,ACIK_TEKERLEK,0.621,3,5
train\STATION_WAGON\19115052.jpg,STATION_WAGON,HATCHBACK,0.698,3,7
train\STATION_WAGON\19116929.jpg,STATION_WAGON,SUV,0.768,3,1
train\STATION_WAGON\19117677.jpg,STATION_WAGON,HATCHBACK,0.700,3,7
train\STATION_WAGON\19117953.jpg,STATION_WAGON,HATCHBACK,0.570,3,7
train\MICRO\17206076.jpg,MICRO,ACIK_TEKERLEK,0.893,4,5
train\MICRO\17780649.jpg,MICRO,HATCHBACK,0.945,4,7
train\MICRO\17982108.jpg,MICRO,HATCHBACK,0.771,4,7
train\MICRO\18142994.jpg,MICRO,HATCHBACK,0.608,4,7
train\MICRO\18258048.jpg,MICRO,HATCHBACK,0.648,4,7
train\MICRO\18421961.jpg,MICRO,HATCHBACK,0.723,4,7
train\MICRO\18670745.jpg,MICRO,ACIK_TEKERLEK,0.643,4,5
train\MICRO\18712509.jpg,MICRO,HATCHBACK,0.913,4,7
train\MICRO\18808923.jpg,MICRO,HATCHBACK,0.817,4,7
train\MICRO\19021161.jpg,MICRO,HATCHBACK,0.776,4,7
train\MICRO\19059949.jpg,MICRO,HATCHBACK,0.633,4,7
train\MICRO\19066422.jpg,MICRO,HATCHBACK,0.726,4,7
train\MICRO\19078977.jpg,MICRO,HATCHBACK,0.920,4,7
train\MICRO\19128079.jpg,MICRO,HATCHBACK,0.564,4,7
train\MICRO\19128930.jpg,MICRO,HATCHBACK,0.721,4,7
train\MICRO\19130425.jpg,MICRO,HATCHBACK,0.699,4,7
train\MICRO\19138696.jpg,MICRO,HATCHBACK,0.853,4,7
train\MICRO\19164882.jpg,MICRO,HATCHBACK,0.666,4,7
train\MICRO\19169078.jpg,MICRO,HATCHBACK,0.803,4,7
train\MICRO\19170362.jpg,MICRO,HATCHBACK,0.705,4,7
train\MICRO\19172716.jpg,MICRO,HATCHBACK,0.897,4,7
train\MICRO\19217436.jpg,MICRO,HATCHBACK,0.663,4,7
train\MICRO\19217442.jpg,MICRO,HATCHBACK,0.780,4,7
train\MICRO\82.jpg,MICRO,HATCHBACK,0.655,4,7
train\MICRO\83.jpg,MICRO,HATCHBACK,0.558,4,7
train\SEDAN\00009_Mitsubishi-Lancer-Sedan-2012_jpg.rf.d53fc03a23e4129d69d1dcb0a955d635.jpg,SEDAN,HATCHBACK,0.624,6,7
train\SEDAN\00057_Bentley-Continental-Flying-Spur-Sedan-2007_jpg.rf.065a30d112686cd609e2687b53d06549.jpg,SEDAN,HATCHBACK,0.658,6,7
train\SEDAN\00087_Buick-Verano-Sedan-2012_jpg.rf.dc45c2cf0d402f22fd58a7a88ff0f157.jpg,SEDAN,HATCHBACK,0.644,6,7
train\SEDAN\00125_BMW-3-Series-Sedan-2012_jpg.rf.d2612b3388929a1518c5f4671a64ab2a.jpg,SEDAN,HATCHBACK,0.562,6,7
train\SEDAN\00245_Chevrolet-Impala-Sedan-2007_jpg.rf.43f8d7d5c687975144db31e836049b18.jpg,SEDAN,HATCHBACK,0.773,6,7
train\SEDAN\00247_Hyundai-Genesis-Sedan-2012_jpg.rf.46ff4e5a01ee88206baf7b91d6279900.jpg,SEDAN,HATCHBACK,0.579,6,7
train\SEDAN\00260_Hyundai-Sonata-Hybrid-Sedan-2012_jpg.rf.fbff4b6be4aac51dbf29a79c330d0333.jpg,SEDAN,HATCHBACK,0.601,6,7
train\SEDAN\00269_Tesla-Model-S-Sedan-2012_jpg.rf.4c84aa28d02f8359a82fe393277bd857.jpg,SEDAN,HATCHBACK,0.794,6,7
train\SEDAN\00331_Suzuki-Aerio-Sedan-2007_jpg.rf.58148914faec1fe74f89fba750ea584d.jpg,SEDAN,HATCHBACK,0.777,6,7
train\SEDAN\00353_Ford-Fiesta-Sedan-2012_jpg.rf.dd216d7335652775a5037c55795d0935.jpg,SEDAN,HATCHBACK,0.795,6,7
train\SEDAN\00472_Hyundai-Azera-Sedan-2012_jpg.rf.828ecd8e2be46430ad19eb6e7bda22d4.jpg,SEDAN,HATCHBACK,0.888,6,7
train\SEDAN\00676_Chevrolet-Impala-Sedan-2007_jpg.rf.f47d1610544e33db305e51c2840c3edc.jpg,SEDAN,HATCHBACK,0.610,6,7
train\SEDAN\00685_Hyundai-Genesis-Sedan-2012_jpg.rf.a3d972879cb292672c620f631247ce02.jpg,SEDAN,HATCHBACK,0.791,6,7
train\SEDAN\00691_Acura-RL-Sedan-2012_jpg.rf.129b4e9774c75de7ba500ba067e0a128.jpg,SEDAN,HATCHBACK,0.831,6,7
train\SEDAN\00699_Honda-Accord-Sedan-2012_jpg.rf.b5ccd30a2a48a015a4d4d52e08da3f66.jpg,SEDAN,HATCHBACK,0.737,6,7
train\SEDAN\00708_Mercedes-Benz-E-Class-Sedan-2012_jpg.rf.a796e0bdd5f1bfaedc7558a245581da6.jpg,SEDAN,ACIK_TEKERLEK,0.607,6,5
train\SEDAN\00726_Mercedes-Benz-S-Class-Sedan-2012_jpg.rf.6052fa302b462a73df64c1cb5c252159.jpg,SEDAN,ACIK_TEKERLEK,0.673,6,5
train\SEDAN\00729_Honda-Accord-Sedan-2012_jpg.rf.7239969a20a6094ddd3267aef0303781.jpg,SEDAN,HATCHBACK,0.572,6,7
train\SEDAN\00749_Bentley-Continental-Flying-Spur-Sedan-2007_jpg.rf.3b6eb819c2c4df9b5a9118d4f79f4aa2.jpg,SEDAN,HATCHBACK,0.700,6,7
train\SEDAN\00769_Chevrolet-Impala-Sedan-2007_jpg.rf.c9addf7c88ebbc7eba0d621f7197484f.jpg,SEDAN,HATCHBACK,0.679,6,7
train\SEDAN\00796_Suzuki-SX4-Sedan-2012_jpg.rf.5661596ca9674fd90fc7f9a6fecd7e02.jpg,SEDAN,HATCHBACK,0.694,6,7
train\SEDAN\00905_Chevrolet-Malibu-Sedan-2007_jpg.rf.8e15d5174fed86461592fcf4bfa3d381.jpg,SEDAN,HATCHBACK,0.757,6,7
train\SEDAN\00918_Audi-S6-Sedan-2011_jpg.rf.007e78a00d7d7316bfda81427cc35231.jpg,SEDAN,ACIK_TEKERLEK,0.566,6,5
train\SEDAN\00925_Chevrolet-Malibu-Sedan-2007_jpg.rf.518d9d8951a278f2e1c43428a36dd418.jpg,SEDAN,HATCHBACK,0.859,6,7
train\SEDAN\01023_BMW-ActiveHybrid-5-Sedan-2012_jpg.rf.55e149a2b647a6b280c5e2558d2696c9.jpg,SEDAN,HATCHBACK,0.854,6,7
train\SEDAN\01025_Honda-Accord-Sedan-2012_jpg.rf.1ddf8ce1a44b535a182368477d601b65.jpg,SEDAN,HATCHBACK,0.801,6,7
